"","MP_Start","MP_End","Section_Length","AADT","Total_Crashes","Fatal_Crashes","Injury_Crashes","Prop_Dam_Only_Crashes","Crash_Rate","County","Cross_Section","LATITUDE","LONGTUDE","Lanes","Shoulder","Median","route"
"1",3.1,3.3,0.26,7176,5,0,2,3,7.32,"CAPE MAY","2 Lanes With Shoulder",38.9670461518,-74.9149048602,"2","With",NA,"US 9"
"2",3.3,3.4,0.08,7176,0,0,0,0,0,"CAPE MAY","2 Lanes Without Shoulder",38.9698601368,-74.9142193964,"2","Without",NA,"US 9"
"3",3.4,3.8,0.41,9533,1,0,0,1,0.7,"CAPE MAY","2 Lanes Without Shoulder",38.9711664627,-74.9132852103,"2","Without",NA,"US 9"
"4",3.8,6.6,2.82,9533,9,0,2,7,0.91,"CAPE MAY","2 Lanes With Shoulder",38.9763687701,-74.909573395,"2","With",NA,"US 9"
"5",6.6,6.7,0.02,9533,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.0089474247,-74.8815146602,"2","With",NA,"US 9"
"6",6.7,6.8,0.11,11258,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.0098704402,-74.8801422159,"2","With",NA,"US 9"
"7",6.8,7.1,0.33,11258,13,0,3,10,9.56,"CAPE MAY",NA,39.0109550319,-74.878926804,NA,NA,NA,"US 9"
"8",7.1,7.3,0.21,11258,14,0,2,12,16.18,"CAPE MAY",NA,39.0147774698,-74.8758737954,NA,NA,NA,"US 9"
"9",7.3,7.8,0.45,11258,16,0,3,13,8.63,"CAPE MAY","2 Lanes Without Shoulder",39.0168868045,-74.8736399018,"2","Without",NA,"US 9"
"10",7.8,8,0.25,11258,3,0,1,2,2.91,"CAPE MAY","2 Lanes Without Shoulder",39.0230964831,-74.8686412301,"2","Without",NA,"US 9"
"11",8,8.4,0.43,12999,5,0,1,4,2.44,"CAPE MAY","2 Lanes Without Shoulder",39.0255406906,-74.8668141096,"2","Without",NA,"US 9"
"12",8.4,9,0.57,12999,2,0,2,0,0.74,"CAPE MAY","2 Lanes With Shoulder",39.0300262876,-74.8622765144,"2","With",NA,"US 9"
"13",9,9.9,0.89,12999,8,0,3,5,1.89,"CAPE MAY","2 Lanes With Shoulder",39.0378540751,-74.8573698344,"2","With",NA,"US 9"
"14",9.9,11.6,1.67,12999,15,0,6,9,1.89,"CAPE MAY","2 Lanes Without Shoulder",39.0482694859,-74.8479669775,"2","Without",NA,"US 9"
"15",11.6,12,0.44,12999,4,0,3,1,1.91,"CAPE MAY","2 Lanes With Shoulder",39.0686578092,-74.8309877463,"2","With",NA,"US 9"
"16",12,12.2,0.19,13717,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.0741618898,-74.8282076127,"2","With",NA,"US 9"
"17",12.2,12.4,0.21,13717,5,0,3,2,4.74,"CAPE MAY","2 Lanes Without Shoulder",39.0768310117,-74.8266986357,"2","Without",NA,"US 9"
"18",12.4,12.8,0.38,10328,10,0,2,8,6.96,"CAPE MAY","2 Lanes Without Shoulder",39.0793458291,-74.825343299,"2","Without",NA,"US 9"
"19",12.8,13.1,0.28,10328,1,0,0,1,0.94,"CAPE MAY","3 Lanes With/Without Shoulder",39.0845888714,-74.8219542602,"3","With/Without",NA,"US 9"
"20",13.1,13.4,0.34,10328,8,0,2,6,6.22,"CAPE MAY","3 Lanes With/Without Shoulder",39.0878435673,-74.8182123802,"3","With/Without",NA,"US 9"
"21",13.4,13.9,0.55,10328,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.0911175125,-74.814687637,"2","With",NA,"US 9"
"22",13.9,15.3,1.4,8451,3,0,1,2,0.69,"CAPE MAY","2 Lanes With Shoulder",39.0977770965,-74.8127689811,"2","With",NA,"US 9"
"23",15.3,17.5,2.15,9472,9,0,4,5,1.21,"CAPE MAY","2 Lanes With Shoulder",39.1121547229,-74.7962239483,"2","With",NA,"US 9"
"24",17.5,18,0.54,9200,2,0,0,2,1.1,"CAPE MAY","2 Lanes With Shoulder",39.1375687954,-74.7723413013,"2","With",NA,"US 9"
"25",18,19.7,1.66,9200,10,0,3,7,1.79,"CAPE MAY","2 Lanes With Shoulder",39.1421870234,-74.7660353993,"2","With",NA,"US 9"
"26",19.7,20.9,1.15,8421,6,0,2,4,1.69,"CAPE MAY","2 Lanes With Shoulder",39.1619308803,-74.7492183928,"2","With",NA,"US 9"
"27",20.9,21,0.16,7430,4,0,1,3,9.19,"CAPE MAY","2 Lanes With Shoulder",39.1751759803,-74.7348110909,"2","With",NA,"US 9"
"28",21,22.4,1.38,7430,11,0,5,6,2.93,"CAPE MAY","2 Lanes With Shoulder",39.1763961489,-74.733737559,"2","With",NA,"US 9"
"29",22.4,22.5,0.11,7430,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.1921212719,-74.717810748,"2","With",NA,"US 9"
"30",22.5,23.3,0.82,7391,4,0,1,3,1.8,"CAPE MAY","2 Lanes With Shoulder",39.1934971881,-74.7172650061,"2","With",NA,"US 9"
"31",23.3,23.6,0.24,7391,1,0,0,1,1.54,"CAPE MAY","2 Lanes With Shoulder",39.2029243806,-74.7086363292,"2","With",NA,"US 9"
"32",23.6,23.6,0.08,7391,2,0,0,2,9.24,"CAPE MAY","2 Lanes With Shoulder",39.2066464174,-74.705607282,"2","With",NA,"US 9"
"33",23.6,23.8,0.18,7391,7,0,2,5,14.38,"CAPE MAY","2 Lanes With Shoulder",39.2066464174,-74.705607282,"2","With",NA,"US 9"
"34",23.8,24,0.18,7391,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2091051222,-74.7036799711,"2","With",NA,"US 9"
"35",24,24,0.02,7391,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2109916409,-74.7009087374,"2","With",NA,"US 9"
"36",24,24,0,7391,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2109916409,-74.7009087374,"2","With",NA,"US 9"
"37",24,24.1,0.13,7391,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2109916409,-74.7009087374,"2","With",NA,"US 9"
"38",24.1,25.7,1.55,8329,10,0,4,6,2.12,"CAPE MAY","2 Lanes With Shoulder",39.21196903,-74.6995504605,"2","With",NA,"US 9"
"39",25.7,26.7,0.98,10643,6,0,2,4,1.57,"CAPE MAY","2 Lanes With Shoulder",39.2316192009,-74.6843686746,"2","With",NA,"US 9"
"40",26.7,27,0.32,11538,1,0,1,0,0.74,"CAPE MAY","2 Lanes With Shoulder",39.2411693388,-74.6713363246,"2","With",NA,"US 9"
"41",27,27.1,0.1,6706,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2446579481,-74.6681970756,"2","With",NA,"US 9"
"42",27.1,28.6,1.47,6706,10,0,1,9,2.77,"CAPE MAY","2 Lanes With Shoulder",39.2458948874,-74.6673999079,"2","With",NA,"US 9"
"43",28.6,28.8,0.22,6706,3,0,1,2,5.56,"CAPE MAY","2 Lanes Without Shoulder",39.2626188551,-74.6495230553,"2","Without",NA,"US 9"
"44",28.8,29.1,0.3,6706,4,0,2,2,5.43,"CAPE MAY","2 Lanes With Shoulder",39.2647838448,-74.6471131558,"2","With",NA,"US 9"
"45",29.1,29.6,0.54,6706,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2683228315,-74.6441271625,"2","With",NA,"US 9"
"46",29.6,30.3,0.64,2357,1,0,0,1,1.81,"CAPE MAY","2 Lanes With Shoulder",39.2743590139,-74.6392460293,"2","With",NA,"US 9"
"47",30.3,30.6,0.38,6141,0,0,0,0,0,"CAPE MAY","2 Lanes With Shoulder",39.2822134779,-74.6312781882,"2","With",NA,"US 9"
"48",32.2,32.6,0.48,6141,1,0,0,1,0.93,"ATLANTIC","2 Lanes Without Shoulder",39.3082053939,-74.6185282051,"2","Without",NA,"US 9"
"49",32.6,32.7,0.06,6141,1,0,0,1,7.42,"ATLANTIC","2 Lanes Without Shoulder",39.3117825617,-74.613312376,"2","Without",NA,"US 9"
"50",32.7,33.2,0.49,13446,3,0,0,3,1.24,"ATLANTIC","2 Lanes Without Shoulder",39.3127715696,-74.6119955655,"2","Without",NA,"US 9"
"51",33.2,33.3,0.12,13446,4,0,0,4,6.77,"ATLANTIC","2 Lanes Without Shoulder",39.315444306,-74.605266025,"2","Without",NA,"US 9"
"52",33.3,33.3,0.01,13446,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.3168585806,-74.6050987593,"2","Without",NA,"US 9"
"53",33.3,33.3,0.02,16206,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.3168585806,-74.6050987593,"2","Without",NA,"US 9"
"54",33.3,34.2,0.82,16206,21,1,12,8,4.32,"ATLANTIC","2 Lanes With Shoulder",39.3168585806,-74.6050987593,"2","With",NA,"US 9"
"55",34.2,34.6,0.41,16206,21,0,4,17,8.64,"ATLANTIC","3 Lanes With/Without Shoulder",39.3280580066,-74.5966872717,"3","With/Without",NA,"US 9"
"56",34.6,34.6,0.03,16206,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.3321113238,-74.5915209185,"2","With",NA,"US 9"
"57",34.6,35.8,1.18,16331,11,0,4,7,1.56,"ATLANTIC","2 Lanes With Shoulder",39.3321113238,-74.5915209185,"2","With",NA,"US 9"
"58",35.8,36,0.23,16408,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.3470010899,-74.5797101959,"2","With",NA,"US 9"
"59",36,36.6,0.63,16408,12,1,5,6,3.17,"ATLANTIC","2 Lanes Without Shoulder",39.3493808966,-74.5779311069,"2","Without",NA,"US 9"
"60",36.6,36.9,0.21,16408,1,0,1,0,0.79,"ATLANTIC","2 Lanes With Shoulder",39.3564314478,-74.5717924594,"2","With",NA,"US 9"
"61",36.9,37.1,0.21,16408,2,0,0,2,1.59,"ATLANTIC","2 Lanes Without Shoulder",39.359178877,-74.5674541884,"2","Without",NA,"US 9"
"62",37.1,37.6,0.52,16408,3,0,2,1,0.96,"ATLANTIC","2 Lanes Without Shoulder",39.3616979926,-74.5656402824,"2","Without",NA,"US 9"
"63",37.6,37.7,0.13,14605,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.3680477189,-74.561320555,"2","Without",NA,"US 9"
"64",37.7,37.8,0.07,14605,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.3690420263,-74.5599636525,"2","Without",NA,"US 9"
"65",37.8,38.9,1.14,14605,16,0,5,11,2.63,"ATLANTIC","2 Lanes Without Shoulder",39.370036416,-74.558619104,"2","Without",NA,"US 9"
"66",38.9,39,0.05,12634,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.3818532849,-74.5448983793,"2","Without",NA,"US 9"
"67",39,39.6,0.66,12634,1,0,1,0,0.33,"ATLANTIC","2 Lanes Without Shoulder",39.3828156716,-74.5435116993,"2","Without",NA,"US 9"
"68",39.6,39.6,0.01,12634,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.3888181463,-74.5352988497,"2","With",NA,"US 9"
"69",39.6,40.7,1.06,12415,3,0,1,2,0.62,"ATLANTIC","2 Lanes With Shoulder",39.3888181463,-74.5352988497,"2","With",NA,"US 9"
"70",40.7,41.4,0.65,12415,2,0,1,1,0.68,"ATLANTIC","2 Lanes Without Shoulder",39.4016079361,-74.5244207416,"2","Without",NA,"US 9"
"71",41.4,41.6,0.26,12415,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.410500634,-74.5183411771,"2","With",NA,"US 9"
"72",41.6,41.8,0.21,11752,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.4121758321,-74.5156000169,"2","With",NA,"US 9"
"73",41.8,42.8,0.96,11752,6,0,2,4,1.45,"ATLANTIC","2 Lanes With Shoulder",39.4138669859,-74.5129063125,"2","With",NA,"US 9"
"74",42.8,42.8,0.02,7945,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.4272508037,-74.5059199879,"2","With",NA,"US 9"
"75",42.8,43.1,0.3,7945,10,0,1,9,11.46,"ATLANTIC","2 Lanes Without Shoulder",39.4272508037,-74.5059199879,"2","Without",NA,"US 9"
"76",43.1,43.5,0.44,4963,2,0,0,2,2.5,"ATLANTIC","2 Lanes Without Shoulder",39.4306903697,-74.5029442343,"2","Without",NA,"US 9"
"77",43.5,43.9,0.31,7289,3,0,0,3,3.63,"ATLANTIC","2 Lanes Without Shoulder",39.4323971501,-74.4959936988,"2","Without",NA,"US 9"
"78",43.9,44.1,0.22,7289,1,0,0,1,1.7,"ATLANTIC","2 Lanes Without Shoulder",39.4333258829,-74.4887617721,"2","Without",NA,"US 9"
"79",44.1,44.4,0.33,7289,3,0,1,2,3.41,"ATLANTIC","2 Lanes Without Shoulder",39.4353276147,-74.485745637,"2","Without",NA,"US 9"
"80",44.4,44.6,0.21,8932,2,0,1,1,2.91,"ATLANTIC","2 Lanes Without Shoulder",39.4380735767,-74.4815957362,"2","Without",NA,"US 9"
"81",44.6,45.1,0.47,8932,5,0,1,4,3.25,"ATLANTIC","2 Lanes Without Shoulder",39.4400712553,-74.4789077014,"2","Without",NA,"US 9"
"82",45.1,45.4,0.29,8932,2,0,0,2,2.11,"ATLANTIC","2 Lanes Without Shoulder",39.4464364449,-74.4747669198,"2","Without",NA,"US 9"
"83",45.4,46.3,0.93,8932,6,0,2,4,1.97,"ATLANTIC","2 Lanes Without Shoulder",39.4499298393,-74.4711920872,"2","Without",NA,"US 9"
"84",46.3,47,0.7,8321,4,0,1,3,1.88,"ATLANTIC","2 Lanes Without Shoulder",39.4610994599,-74.4637603393,"2","Without",NA,"US 9"
"85",47,47.2,0.23,8321,3,1,0,2,4.28,"ATLANTIC","2 Lanes With Shoulder",39.4708144876,-74.4609897636,"2","With",NA,"US 9"
"86",47.2,47.8,0.54,8321,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.473662627,-74.4605111821,"2","Without",NA,"US 9"
"87",47.8,48.5,0.73,6088,8,0,1,7,4.92,"ATLANTIC","2 Lanes Without Shoulder",39.4822462034,-74.4593410692,"2","Without",NA,"US 9"
"88",48.5,48.6,0.11,4607,0,0,0,0,0,"ATLANTIC","2 Lanes Without Shoulder",39.4923845532,-74.457956262,"2","Without",NA,"US 9"
"89",48.6,48.7,0.09,4607,1,0,0,1,6.59,"ATLANTIC","2 Lanes With Shoulder",39.4938406272,-74.4577629407,"2","With",NA,"US 9"
"90",48.7,49.4,0.7,5035,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.4952528768,-74.4575562942,"2","With",NA,"US 9"
"91",49.4,51,1.6,6809,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.5053397414,-74.4571015042,"2","With",NA,"US 9"
"92",51,51.4,0.4,6809,1,0,0,1,1,"ATLANTIC","2 Lanes With Shoulder",39.5281723653,-74.4613043997,"2","With",NA,"US 9"
"93",51.4,51.5,0.15,6809,3,0,1,2,8.03,"ATLANTIC","2 Lanes With Shoulder",39.5334877852,-74.464401097,"2","With",NA,"US 9"
"94",51.5,52.4,0.84,6809,1,0,0,1,0.48,"ATLANTIC","2 Lanes With Shoulder",39.5348092388,-74.4652144303,"2","With",NA,"US 9"
"95",52.4,52.6,0.19,6809,0,0,0,0,0,"ATLANTIC","2 Lanes With Shoulder",39.5469042955,-74.4653405862,"2","With",NA,"US 9"
"96",54.9,55.3,0.41,6809,0,0,0,0,0,"BURLINGTON","2 Lanes With Shoulder",39.5807579804,-74.4566572807,"2","With",NA,"US 9"
"97",55.3,55.8,0.51,6809,3,0,0,3,2.36,"BURLINGTON","2 Lanes With Shoulder",39.5815227551,-74.4595827034,"2","With",NA,"US 9"
"98",55.8,57.5,1.73,9251,11,0,2,9,1.88,"BURLINGTON","2 Lanes With Shoulder",39.587732052,-74.4632105159,"2","With",NA,"US 9"
"99",57.5,57.7,0.2,9567,4,0,2,2,5.71,"BURLINGTON","2 Lanes With Shoulder",39.5934098029,-74.4347203112,"2","With",NA,"US 9"
"100",57.7,58.2,0.48,9362,4,0,0,4,2.43,"BURLINGTON","2 Lanes With Shoulder",39.5929629398,-74.4310001152,"2","With",NA,"US 9"
"101",58.2,59.9,1.76,11086,11,0,2,9,1.54,"BURLINGTON","2 Lanes With Shoulder",39.592588476,-74.4218596561,"2","With",NA,"US 9"
"102",59.9,60.1,0.21,11086,0,0,0,0,0,"OCEAN","2 Lanes With Shoulder",39.5960296948,-74.3912812006,"2","With",NA,"US 9"
"103",60.1,61.8,1.68,11086,10,0,4,6,1.47,"OCEAN","2 Lanes With Shoulder",39.5965411333,-74.3876020095,"2","With",NA,"US 9"
"104",61.8,62.1,0.27,11086,4,0,2,2,3.65,"OCEAN","2 Lanes Without Shoulder",39.6016957022,-74.3570253126,"2","Without",NA,"US 9"
"105",62.1,62.1,0.05,11086,0,0,0,0,0,"OCEAN","2 Lanes With Shoulder",39.601702103,-74.3514772688,"2","With",NA,"US 9"
"106",62.1,62.5,0.36,11086,4,0,0,4,2.74,"OCEAN","2 Lanes With Shoulder",39.601702103,-74.3514772688,"2","With",NA,"US 9"
"107",62.5,62.8,0.24,11086,6,0,1,5,6.16,"OCEAN","2 Lanes With Shoulder",39.6014499383,-74.3441663004,"2","With",NA,"US 9"
"108",62.8,63.1,0.32,11086,10,0,0,10,7.7,"OCEAN","2 Lanes Without Shoulder",39.6034678318,-74.3392498453,"2","Without",NA,"US 9"
"109",63.1,63.5,0.46,11086,6,0,1,5,3.21,"OCEAN","2 Lanes With Shoulder",39.6046785771,-74.3339163594,"2","With",NA,"US 9"
"110",63.5,64,0.48,11086,3,0,0,3,1.54,"OCEAN","2 Lanes With Shoulder",39.6082303707,-74.328186593,"2","With",NA,"US 9"
"111",64,64.2,0.14,16378,4,0,3,1,4.77,"OCEAN","2 Lanes With Shoulder",39.6142178269,-74.3230288052,"2","With",NA,"US 9"
"112",64.2,65.4,1.26,16378,6,0,2,4,0.79,"OCEAN","2 Lanes With Shoulder",39.6167916637,-74.3215525636,"2","With",NA,"US 9"
"113",65.4,65.4,0.02,16378,0,0,0,0,0,"OCEAN","2 Lanes With Shoulder",39.6317658668,-74.3104277734,"2","With",NA,"US 9"
"114",65.4,65.9,0.44,16378,6,0,3,3,2.27,"OCEAN","2 Lanes With Shoulder",39.6317658668,-74.3104277734,"2","With",NA,"US 9"
"115",65.9,68.4,2.55,16378,18,0,5,13,1.18,"OCEAN","2 Lanes With Shoulder",39.6375894113,-74.3052101577,"2","With",NA,"US 9"
"116",68.4,69.9,1.48,16378,17,0,3,14,1.92,"OCEAN","2 Lanes With Shoulder",39.6681365322,-74.2806219777,"2","With",NA,"US 9"
"117",69.9,70.2,0.32,18727,6,0,1,5,2.74,"OCEAN","2 Lanes With Shoulder",39.6862976724,-74.266492343,"2","With",NA,"US 9"
"118",70.2,70.7,0.43,18727,7,0,1,6,2.38,"OCEAN","4 or More Lanes, Grass Median Without Shoulder",39.6910004367,-74.2636087392,"4","Without","Grass","US 9"
"119",70.7,71.1,0.47,18727,15,0,6,9,4.66,"OCEAN","2 Lanes With Shoulder",39.6960112606,-74.2585854497,"2","With",NA,"US 9"
"120",71.1,71.2,0.09,18727,0,0,0,0,0,"OCEAN","2 Lanes Without Shoulder",39.7014948869,-74.2559044186,"2","Without",NA,"US 9"
"121",71.2,71.5,0.25,18598,6,0,1,5,3.53,"OCEAN","2 Lanes Without Shoulder",39.7028113555,-74.2551963594,"2","Without",NA,"US 9"
"122",71.5,71.8,0.36,18598,2,0,2,0,0.82,"OCEAN","2 Lanes Without Shoulder",39.7066000868,-74.2530540335,"2","Without",NA,"US 9"
"123",71.8,71.9,0.1,18598,0,0,0,0,0,"OCEAN","2 Lanes With Shoulder",39.7106797182,-74.2508322393,"2","With",NA,"US 9"
"124",71.9,73.1,1.18,18598,11,0,3,8,1.37,"OCEAN","2 Lanes With Shoulder",39.7120281997,-74.2500417466,"2","With",NA,"US 9"
"125",73.1,73.3,0.2,19347,3,0,1,2,2.12,"OCEAN","2 Lanes With Shoulder",39.7278051635,-74.2404424338,"2","With",NA,"US 9"
"126",73.3,74.5,1.21,19347,19,0,6,13,2.22,"OCEAN","2 Lanes With Shoulder",39.7304067899,-74.2387544455,"2","With",NA,"US 9"
"127",74.5,75.1,0.61,19347,2,0,0,2,0.46,"OCEAN","2 Lanes Without Shoulder",39.7460056923,-74.2296565499,"2","Without",NA,"US 9"
"128",75.1,75.5,0.39,19347,9,0,2,7,3.26,"OCEAN","2 Lanes Without Shoulder",39.7529946816,-74.2232124687,"2","Without",NA,"US 9"
"129",75.5,76.6,1.1,19347,27,0,7,20,3.47,"OCEAN","2 Lanes With Shoulder",39.7584273636,-74.2206314965,"2","With",NA,"US 9"
"130",76.6,77.6,0.94,19347,7,0,3,4,1.05,"OCEAN","2 Lanes With Shoulder",39.7718192021,-74.2098749939,"2","With",NA,"US 9"
"131",77.6,78.2,0.66,20264,14,0,1,13,2.86,"OCEAN","2 Lanes With Shoulder",39.7842611451,-74.2003534504,"2","With",NA,"US 9"
"132",78.2,79.6,1.35,20264,27,0,10,17,2.7,"OCEAN","2 Lanes With Shoulder",39.7918346427,-74.1956534073,"2","With",NA,"US 9"
"133",79.6,80.2,0.62,20264,6,0,2,4,1.3,"OCEAN","2 Lanes With Shoulder",39.8117913092,-74.199809979,"2","With",NA,"US 9"
"134",80.2,81.4,1.21,19773,43,0,15,28,4.91,"OCEAN","2 Lanes With Shoulder",39.8201105387,-74.2025633258,"2","With",NA,"US 9"
"135",81.4,81.7,0.35,19773,17,1,3,13,6.71,"OCEAN","2 Lanes Without Shoulder",39.8357318379,-74.1943889939,"2","Without",NA,"US 9"
"136",81.7,82.3,0.55,19773,11,0,1,10,2.76,"OCEAN","2 Lanes With Shoulder",39.8394892873,-74.1916008001,"2","With",NA,"US 9"
"137",82.3,82.4,0.1,19773,12,0,2,10,16.58,"OCEAN",NA,39.8468922983,-74.1860915291,NA,NA,NA,"US 9"
"138",82.4,82.7,0.35,19773,7,0,2,5,2.76,"OCEAN","2 Lanes With Shoulder",39.8481635951,-74.1851350421,"2","With",NA,"US 9"
"139",82.7,84,1.27,19773,43,0,9,34,4.68,"OCEAN","2 Lanes With Shoulder",39.8524795301,-74.1819308585,"2","With",NA,"US 9"
"140",84,85,0.97,19773,10,0,2,8,1.42,"OCEAN","2 Lanes With Shoulder",39.8676234278,-74.1688698455,"2","With",NA,"US 9"
"141",85,87.1,2.15,22371,46,0,10,36,2.61,"OCEAN","2 Lanes With Shoulder",39.8816959131,-74.1648574298,"2","With",NA,"US 9"
"142",87.1,87.8,0.67,22371,38,0,7,31,6.93,"OCEAN","2 Lanes With Shoulder",39.9107125374,-74.1547905219,"2","With",NA,"US 9"
"143",87.8,88,0.21,22371,6,0,3,3,3.49,"OCEAN","3 Lanes With/Without Shoulder",39.9191048841,-74.159254984,"3","With/Without",NA,"US 9"
"144",88,88.5,0.49,22371,12,0,2,10,2.99,"OCEAN","2 Lanes With Shoulder",39.9208086665,-74.1623374961,"2","With",NA,"US 9"
"145",88.5,88.8,0.33,23795,6,1,2,3,2.09,"OCEAN","2 Lanes With Shoulder",39.9248822594,-74.1699626661,"2","With",NA,"US 9"
"146",88.5,89.3,0.85,23795,19,1,6,12,2.57,"OCEAN","2 Lanes With Shoulder",39.9248822594,-74.1699626661,"2","With",NA,"US 9"
"147",88.8,89.3,0.52,23795,13,0,4,9,2.87,"OCEAN","2 Lanes With Shoulder",39.9280621543,-74.1736131281,"2","With",NA,"US 9"
"148",89.3,89.8,0.4,23795,24,0,4,20,6.89,"OCEAN","2 Lanes With Shoulder",39.9332119045,-74.1805925869,"2","With",NA,"US 9"
"149",89.8,89.9,0.19,23795,9,0,2,7,5.44,"OCEAN","4 or More Lanes, Grass Median Without Shoulder",39.9381397121,-74.1872762321,"4","Without","Grass","US 9"
"150",89.9,90.3,0.35,23795,12,0,4,8,3.94,"OCEAN","4 or More Lanes, No Median Without Shoulder",39.938464555,-74.1891231029,"4","Without","No","US 9"
"151",90.3,90.4,0.08,23795,3,0,1,2,4.31,"OCEAN","3 Lanes With/Without Shoulder",39.9400836657,-74.1966573431,"3","With/Without",NA,"US 9"
"152",90.4,90.4,0.03,23795,1,0,0,1,3.83,"OCEAN","3 Lanes With/Without Shoulder",39.9404364417,-74.1981736136,"3","With/Without",NA,"US 9"
"153",90.4,90.6,0.2,21691,0,0,0,0,0,"OCEAN","3 Lanes With/Without Shoulder",39.9404364417,-74.1981736136,"3","With/Without",NA,"US 9"
"154",90.6,90.7,0.14,21691,2,0,1,1,1.8,"OCEAN",NA,39.9412818931,-74.2017284178,NA,NA,NA,"US 9"
"155",90.7,90.9,0.12,21691,10,0,3,7,10.5,"OCEAN",NA,39.9417675964,-74.2034580354,NA,NA,NA,"US 9"
"156",90.9,91,0.19,21691,5,0,1,4,3.31,"OCEAN","4 or More Lanes, Grass Median With Shoulder",39.9427017037,-74.207134106,"4","With","Grass","US 9"
"157",94.5,94.9,0.36,21691,13,0,3,10,4.55,"OCEAN","4 or More Lanes, Grass Median Without Shoulder",39.983584102,-74.2122588666,"4","Without","Grass","US 9"
"158",94.9,95.6,0.76,21691,45,0,11,34,7.46,"OCEAN","2 Lanes Without Shoulder",39.9933013137,-74.2113777611,"2","Without",NA,"US 9"
"159",95.6,96,0.42,21691,7,0,2,5,2.1,"OCEAN","2 Lanes With Shoulder",40.0032124889,-74.2135312099,"2","With",NA,"US 9"
"160",96,96.4,0.41,21691,17,0,5,12,5.22,"OCEAN","2 Lanes With Shoulder",40.0086943638,-74.2156986377,"2","With",NA,"US 9"
"161",96.4,97.5,1.08,21691,18,0,6,12,2.1,"OCEAN","2 Lanes Without Shoulder",40.0142165025,-74.2178431065,"2","Without",NA,"US 9"
"162",97.5,98.5,0.94,21691,23,0,7,16,3.08,"OCEAN","2 Lanes Without Shoulder",40.0296134402,-74.2238541011,"2","Without",NA,"US 9"
"163",98.5,98.7,0.24,21691,0,12,2,10,6.3,"OCEAN","2 Lanes With Shoulder",40.0438204972,-74.2224274247,"2","With",NA,"US 9"
"164",98.7,98.8,0.04,21691,0,1,0,1,3.15,"OCEAN","2 Lanes With Shoulder",40.0466150224,-74.2219323742,"2","With",NA,"US 9"
"165",98.8,99.1,0.32,21691,0,16,1,15,6.3,"OCEAN","2 Lanes With Shoulder",40.0481281885,-74.2216835306,"2","With",NA,"US 9"
"166",99.1,99.2,0.16,21691,0,10,4,6,7.87,"OCEAN","2 Lanes Without Shoulder",40.0524412301,-74.2209665999,"2","Without",NA,"US 9"
"167",99.2,99.7,0.43,21691,0,42,11,31,12.3,"OCEAN","2 Lanes Without Shoulder",40.0538776836,-74.2207151182,"2","Without",NA,"US 9"
"168",99.7,99.9,0.27,21691,0,30,6,24,14,"OCEAN","2 Lanes With Shoulder",40.0610593819,-74.2195267581,"2","With",NA,"US 9"
"169",99.9,100.2,0.27,21691,0,26,5,21,12.13,"OCEAN","2 Lanes Without Shoulder",40.063928021,-74.2190466354,"2","Without",NA,"US 9"
"170",100.2,100.3,0.14,25013,0,7,0,7,5.46,"OCEAN","2 Lanes Without Shoulder",40.0682022791,-74.2183327178,"2","Without",NA,"US 9"
"171",100.3,101.2,0.91,25013,0,99,25,74,11.88,"OCEAN","2 Lanes With Shoulder",40.069613161,-74.2180989792,"2","With",NA,"US 9"
"172",101.2,101.7,0.46,25013,0,55,12,43,13.06,"OCEAN","2 Lanes With Shoulder",40.0825521257,-74.2159400176,"2","With",NA,"US 9"
"173",101.7,101.9,0.2,25013,0,59,9,50,32.22,"OCEAN","4 or More Lanes, No Median Without Shoulder",40.0896367641,-74.2161842034,"4","Without","No","US 9"
